id,frequency,last_donation,blood_group,sex,distance
43015,1.28,187,A+,M,13
43230,1.28,260,A+,M,0
43238,1.28,248,B-,M,18
43868,1.28,155,0+,M,17
44369,1.28,35,0+,M,23
40671,1.27,75,0-,M,28
41112,1.27,88,0+,M,19
41314,1.27,212,B-,M,3
42305,1.27,137,A-,M,26
42631,1.27,170,B-,Z,8
43469,1.27,5,A+,M,1
43759,1.27,41,0+,M,1
43794,1.27,30,0+,M,12
41209,1.26,183,0+,M,28
41367,1.26,2,AB-,M,13
41874,1.26,61,A+,M,14
43536,1.26,125,B-,M,0
41262,1.25,288,0-,M,7
42175,1.25,191,A+,M,30
42488,1.25,79,A-,Z,13
42915,1.25,118,B+,M,28
43232,1.25,194,0-,M,20
43239,1.25,239,0+,M,4
43626,1.25,250,AB-,Z,2
44072,1.25,87,A+,Z,8
41235,1.24,159,AB-,Z,3
41610,1.24,242,B-,M,20
42218,1.24,157,A+,Z,21
42407,1.24,170,AB-,M,24
42608,1.24,305,0+,M,1
42881,1.24,128,0+,M,24
43040,1.24,76,A+,M,25
44118,1.24,177,0+,M,23
41305,1.23,15,0+,M,18
41815,1.23,80,A+,M,22
42269,1.23,195,A+,M,24
42296,1.23,199,0+,Z,6
44037,1.23,138,0+,M,25
44343,1.23,270,0+,M,17
44440,1.23,195,B-,M,17
40552,1.22,159,B-,Z,24
40666,1.22,116,A+,M,7
40743,1.22,42,A+,M,21
41784,1.22,256,0+,M,23
44171,1.22,230,AB-,M,21
44492,1.22,307,0+,M,11
42046,1.21,203,A+,M,10
42386,1.21,47,0+,M,22
42502,1.21,100,B-,M,5
42537,1.21,270,0+,M,3
42757,1.21,12,AB+,M,20
42996,1.21,165,A+,M,17
43174,1.21,250,0-,M,19
43229,1.21,179,AB+,Z,20
43376,1.21,163,B+,Z,14
43387,1.21,179,A+,Z,9
44331,1.21,84,A-,M,11
44344,1.21,135,B-,Z,21
44576,1.21,287,0+,M,8
44785,1.21,157,A+,M,22
44805,1.21,142,AB+,Z,4
44932,1.21,53,0+,Z,23
40788,1.20,268,A+,M,27
42663,1.20,138,B+,Z,9
43196,1.20,119,A+,M,13
43418,1.20,68,B+,Z,16
43731,1.20,201,A+,M,30
44243,1.20,287,B+,M,20
44572,1.20,51,A-,M,3
44770,1.20,88,A+,M,0
40538,1.19,40,0+,M,2
41246,1.19,316,AB-,Z,13
41289,1.19,314,B-,M,25
41865,1.19,110,0-,M,1
42155,1.19,82,A+,M,13
42219,1.19,66,A+,M,2
42685,1.19,298,A-,M,17
42842,1.19,190,0+,M,8
42847,1.19,183,A+,Z,2
43048,1.19,6,B-,M,18
43551,1.19,99,AB+,M,2
43593,1.19,328,AB+,M,18
43670,1.19,170,B-,M,5
43717,1.19,59,0+,M,18
40451,1.18,138,B-,Z,18
41188,1.18,261,B+,M,4
42011,1.18,149,A+,M,11
42304,1.18,314,A+,Z,25
42640,1.18,147,AB+,M,5
42834,1.18,117,0+,M,25
43202,1.18,83,0+,M,19
43288,1.18,111,A+,M,13
44105,1.18,292,A+,Z,29
44172,1.18,65,A+,M,19
40506,1.17,222,A+,M,12
41446,1.17,244,0+,M,26
42362,1.17,159,0+,M,11
42365,1.17,148,0-,M,8
42649,1.17,90,B+,M,29
42949,1.17,259,0-,M,22
42959,1.17,110,0+,M,7
44127,1.17,214,A+,Z,21
44175,1.17,156,A+,M,6
44587,1.17,86,0-,Z,26
40542,1.16,112,B+,M,17
41018,1.16,102,0-,M,8
41170,1.16,97,A+,M,17
41254,1.16,184,0-,Z,21
41337,1.16,260,B+,M,19
41584,1.16,182,A+,M,29
41604,1.16,217,A+,Z,17
41651,1.16,154,0+,M,0
41925,1.16,95,B-,M,9
42056,1.16,214,0+,M,16
43119,1.16,13,A+,M,16
43595,1.16,46,A+,M,1
44530,1.16,227,B-,M,13
41267,1.15,125,0+,M,23
41574,1.15,105,A+,M,6
41679,1.15,263,AB+,M,26
42547,1.15,35,A+,M,27
42994,1.15,49,0+,Z,2
44787,1.15,38,A+,M,5
40706,1.14,147,B-,M,6
40773,1.14,72,B+,Z,5
43233,1.14,109,A+,M,15
44002,1.14,129,0+,Z,19
44894,1.14,208,0+,M,12
40605,1.13,155,0+,M,25
42472,1.13,90,A+,Z,23
43215,1.13,155,0+,Z,5
43244,1.13,70,B+,M,7
43656,1.13,151,AB+,M,22
43926,1.13,313,B+,M,25
44155,1.13,146,0-,M,20
40695,1.12,218,A-,Z,16
42212,1.12,90,A+,M,20
42339,1.12,19,B-,Z,18
43476,1.12,88,0+,M,4
43492,1.12,137,A+,M,10
43750,1.12,325,A+,M,1
43802,1.12,91,A+,Z,5
44212,1.12,323,A-,Z,7
44566,1.12,210,A+,Z,18
44923,1.12,234,0-,Z,2
40568,1.11,232,0-,Z,16
40615,1.11,141,0+,M,9
40647,1.11,41,0+,M,23
41256,1.11,78,0+,M,20
41371,1.11,154,A+,Z,29
42070,1.11,274,0-,M,22
42706,1.11,90,0+,M,3
43295,1.11,238,A+,M,22
43695,1.11,147,A+,Z,21
43798,1.11,264,0+,Z,5
43882,1.11,248,A-,M,1
44364,1.11,341,AB+,M,26
44455,1.11,125,0-,M,20
41361,1.10,73,0+,M,0
41743,1.10,224,0-,Z,24
42516,1.10,136,A+,Z,4
42843,1.10,314,AB+,M,14
43038,1.10,251,0+,M,17
43339,1.10,158,0-,M,8
41485,1.09,328,0+,M,19
41577,1.09,335,B+,M,6
41581,1.09,252,A+,Z,27
42542,1.09,259,A+,M,22
42732,1.09,68,A+,M,1
42945,1.09,282,AB+,M,19
44102,1.09,288,AB+,Z,23
44743,1.09,240,A-,Z,11
44811,1.09,15,A-,M,24
44907,1.09,209,0-,M,11
41103,1.08,138,0+,Z,30
41265,1.08,331,A+,M,3
41732,1.08,290,A-,M,5
41858,1.08,351,A-,Z,21
42236,1.08,161,A-,M,19
43250,1.08,222,0+,M,8
43986,1.08,121,0+,M,24
40581,1.07,112,0+,M,17
40756,1.07,186,A+,M,26
40972,1.07,147,A+,M,5
41510,1.07,46,A-,M,13
41524,1.07,20,A-,M,28
42171,1.07,63,A-,M,10
42458,1.07,248,B+,Z,2
43531,1.07,42,B-,M,13
44589,1.07,320,0-,Z,29
44798,1.07,1,B+,M,8
41400,1.06,40,B-,M,20
41675,1.06,95,A+,M,24
42000,1.06,181,B-,M,22
42220,1.06,238,A+,M,27
42431,1.06,71,B-,M,26
43355,1.06,69,A+,M,22
43862,1.06,260,B-,Z,26
43940,1.06,341,0-,M,2
44674,1.06,260,0-,M,28
40476,1.05,52,A+,M,23
40837,1.05,200,0+,Z,24
40855,1.05,311,A+,M,14
40963,1.05,105,0+,M,25
41200,1.05,92,B-,M,29
41222,1.05,186,AB+,M,29
42348,1.05,288,0-,M,7
42560,1.05,194,0-,M,11
43360,1.05,107,0+,M,16
44095,1.05,76,A+,M,11
44486,1.05,331,A+,M,11
44666,1.05,3,A+,Z,11
44697,1.05,348,AB+,Z,21
41067,1.04,266,A+,M,12
41576,1.04,207,B-,M,2
41833,1.04,215,0+,M,6
42947,1.04,71,A-,M,18
42983,1.04,49,0+,Z,16
43352,1.04,187,A+,M,19
43610,1.04,158,AB+,M,1
43684,1.04,4,0+,M,24
44311,1.04,333,0+,Z,3
40707,1.03,138,0+,M,13
40761,1.03,278,A-,M,18
40921,1.03,165,A+,Z,7
41085,1.03,314,A+,M,16
41352,1.03,44,0+,M,25
41739,1.03,178,B-,Z,18
41794,1.03,290,A-,M,27
42079,1.03,160,A-,M,21
42250,1.03,231,A-,M,12
42302,1.03,45,B+,M,3
42457,1.03,293,0-,M,3
42805,1.03,55,0+,M,6
43039,1.03,115,A+,Z,26
44131,1.03,215,B-,M,22
44484,1.03,280,A+,Z,23
44861,1.03,172,A+,Z,25
40485,1.02,289,0-,M,14
40962,1.02,109,0-,M,10
41226,1.02,131,B-,M,19
41336,1.02,169,A-,M,6
41418,1.02,169,A+,M,12
41497,1.02,162,A-,Z,5
42196,1.02,278,0-,M,7
42824,1.02,43,A-,Z,5
43314,1.02,280,A-,Z,28
43540,1.02,297,A-,M,9
43795,1.02,377,A+,M,5
44110,1.02,244,A+,Z,4
44463,1.02,54,A+,M,22
44595,1.02,136,AB+,M,8
40641,1.01,34,0-,M,0
42689,1.01,246,0+,Z,3
42896,1.01,39,A+,M,10
42987,1.01,126,0+,Z,20
43616,1.01,354,A+,M,27
44451,1.01,330,A+,M,8
40682,1.00,123,A+,M,7
40721,1.00,325,A+,Z,6
42658,1.00,145,A-,M,30
42755,1.00,241,B+,M,8
42822,1.00,70,A+,M,29
43010,1.00,73,0+,M,0
43074,1.00,146,0-,M,23
43165,1.00,23,A+,M,24
43746,1.00,77,0-,M,30
43850,1.00,381,A+,Z,5
43908,1.00,120,0-,M,6
44555,1.00,106,B+,M,19
41038,0.99,111,0+,Z,30
42192,0.99,274,0+,Z,16
42390,0.99,192,A-,M,14
42730,0.99,183,B+,M,1
44222,0.99,323,0+,M,30
44828,0.99,153,B+,M,7
40553,0.98,309,0-,M,25
41070,0.98,375,0+,Z,13
41364,0.98,113,A+,M,5
41677,0.98,40,A-,M,29
41971,0.98,288,B-,M,28
42004,0.98,312,A+,M,13
43065,0.98,331,0+,Z,4
43159,0.98,171,0-,M,9
43466,0.98,314,0-,M,18
43553,0.98,349,0+,M,13
43762,0.98,246,0+,M,7
43803,0.98,118,0-,M,26
44056,0.98,259,0+,M,4
44661,0.98,87,A+,M,5
44683,0.98,111,0+,Z,18
41353,0.97,210,A+,M,18
41782,0.97,342,0+,Z,26
43028,0.97,321,A+,Z,11
43220,0.97,70,A+,M,16
43513,0.97,249,0-,M,14
44396,0.97,188,B-,M,12
44505,0.97,61,0+,M,0
44633,0.97,199,A+,M,7
44717,0.97,85,0+,Z,25
41198,0.96,329,0+,M,16
41493,0.96,201,A+,M,4
41918,0.96,85,A+,M,3
43827,0.96,351,0+,Z,24
40527,0.95,279,B-,Z,24
40533,0.95,7,A+,M,11
42094,0.95,278,AB+,M,26
42401,0.95,135,0+,M,19
42523,0.95,399,0+,Z,7
42648,0.95,162,A+,Z,29
43806,0.95,16,0+,M,22
43895,0.95,101,B-,M,2
44196,0.95,14,B+,M,18
44269,0.95,178,A+,Z,24
44613,0.95,111,B-,Z,23
44629,0.95,134,A+,M,24
41096,0.94,288,AB+,M,17
41387,0.94,224,0-,M,8
41647,0.94,156,0+,M,10
42052,0.94,289,A+,M,11
43109,0.94,316,0+,Z,0
43453,0.94,210,0-,M,23
43490,0.94,326,0+,Z,1
44345,0.94,360,0-,M,25
44553,0.94,203,0+,M,28
44819,0.94,56,B+,M,25
40792,0.93,394,A+,M,6
41140,0.93,333,0+,M,15
41927,0.93,316,0+,M,1
42293,0.93,215,0+,Z,17
42326,0.93,256,B-,M,11
42601,0.93,410,0+,Z,25
43073,0.93,281,0+,M,0
44051,0.93,16,A-,M,21
44070,0.93,311,B-,M,5
44162,0.93,308,A+,M,26
44922,0.93,140,0+,M,18
40973,0.92,240,0+,M,18
41062,0.92,318,0-,M,30
42092,0.92,215,AB+,M,22
42572,0.92,398,B-,Z,15
43831,0.92,96,A-,M,21
44477,0.92,223,B-,Z,3
40659,0.91,374,0+,M,16
40720,0.91,80,A+,Z,18
42146,0.91,230,AB+,Z,10
42299,0.91,60,AB+,M,7
42593,0.91,164,A+,Z,9
42727,0.91,130,0+,Z,1
42873,0.91,287,A-,Z,11
43056,0.91,10,0+,M,25
43840,0.91,389,A+,Z,3
44028,0.91,6,0+,M,16
44868,0.91,333,0+,M,6
40478,0.90,316,A-,M,6
40638,0.90,168,B-,M,11
40680,0.90,370,AB+,M,20
40822,0.90,97,A-,M,23
41158,0.90,148,B-,M,11
41544,0.90,71,A+,M,21
42119,0.90,193,B-,M,15
42487,0.90,316,A+,M,15
42929,0.90,101,0-,M,8
43021,0.90,203,0+,Z,23
43499,0.90,187,B+,M,2
43572,0.90,226,0-,M,1
44137,0.90,392,A-,Z,4
44142,0.90,332,A-,M,24
44398,0.90,212,A+,M,19
44535,0.90,131,0+,M,9
40599,0.89,121,B-,M,16
40785,0.89,63,A+,M,5
42187,0.89,96,AB-,Z,15
42210,0.89,39,0+,M,2
42243,0.89,109,0+,M,9
42541,0.89,292,0-,M,23
42938,0.89,358,B+,Z,12
43645,0.89,170,A+,Z,27
43682,0.89,193,0+,M,25
44134,0.89,217,A+,M,5
44338,0.89,114,AB-,Z,14
44732,0.89,210,B-,M,17
40767,0.88,288,0+,Z,3
41880,0.88,239,0+,M,7
42393,0.88,330,0+,M,4
43646,0.88,399,B+,M,20
40448,0.87,317,A+,M,8
40712,0.87,231,A+,M,7
41172,0.87,301,A+,Z,19
41545,0.87,154,A+,M,0
41806,0.87,31,B+,M,12
42734,0.87,189,A+,M,7
42828,0.87,290,B-,Z,0
43502,0.87,183,A-,M,24
43577,0.87,152,0+,Z,12
43606,0.87,198,A+,M,27
40529,0.86,425,0+,Z,7
40803,0.86,76,0+,M,9
42109,0.86,208,0+,Z,13
42179,0.86,372,B-,Z,25
42430,0.86,405,A-,M,9
42520,0.86,119,AB+,M,11
42660,0.86,266,A+,M,19
43522,0.86,23,B-,M,15
43613,0.86,31,0+,M,10
40480,0.85,131,B-,Z,0
40608,0.85,307,A+,M,0
40736,0.85,336,B-,M,13
41492,0.85,405,B+,M,28
41508,0.85,370,0+,M,22
41672,0.85,345,A-,M,15
43644,0.85,253,AB-,Z,13
40739,0.84,367,0-,M,7
41730,0.84,183,A+,M,14
42334,0.84,207,B+,M,20
42368,0.84,268,A+,M,17
43614,0.84,1,B-,M,19
44327,0.84,371,A+,M,13
44546,0.84,36,B-,Z,23
40993,0.83,256,B-,M,30
41331,0.83,246,AB-,M,8
41664,0.83,268,0+,M,15
41709,0.83,203,0-,M,0
41936,0.83,30,AB+,Z,17
43666,0.83,92,0+,M,8
43744,0.83,49,A+,M,7
43826,0.83,23,0+,M,4
44054,0.83,223,A+,M,29
44357,0.83,28,B-,M,11
44623,0.83,78,AB+,Z,11
44899,0.83,245,A+,M,5
40494,0.82,51,A+,M,9
41075,0.82,36,0-,Z,24
41595,0.82,401,A+,Z,10
41873,0.82,385,0+,Z,7
43597,0.82,37,A+,Z,29
43724,0.82,94,0+,M,2
43812,0.82,458,A+,Z,10
44551,0.82,61,B+,M,10
40514,0.81,180,AB+,M,5
41132,0.81,117,A+,Z,19
41424,0.81,113,0+,M,30
41774,0.81,282,0+,M,3
42927,0.81,372,A-,M,18
43012,0.81,376,0-,M,26
43428,0.81,349,A+,M,18
43523,0.81,63,A+,M,8
43688,0.81,324,0+,M,10
44636,0.81,353,0+,M,9
40696,0.80,268,B-,M,9
41511,0.80,188,0-,Z,5
41847,0.80,194,0+,M,14
41928,0.80,54,0-,M,26
42610,0.80,394,AB+,M,30
42702,0.80,57,A+,Z,10
42944,0.80,335,A-,Z,2
43923,0.80,36,0+,M,16
44319,0.80,320,0+,M,23
44741,0.80,327,B+,Z,3
44870,0.80,113,0-,M,22
40810,0.79,64,A+,M,6
41028,0.79,295,A+,Z,14
41360,0.79,91,0+,M,27
41909,0.79,102,A+,M,0
42367,0.79,428,0-,M,26
43002,0.79,152,AB-,M,4
43918,0.79,452,0+,M,0
44315,0.79,80,0+,M,30
44526,0.79,42,0+,M,15
40997,0.78,152,B-,M,13
41279,0.78,282,A+,M,4
42017,0.78,26,A+,Z,20
42063,0.78,325,A+,M,0
42703,0.78,461,B-,Z,8
42845,0.78,240,A+,M,0
43190,0.78,48,A-,M,14
43432,0.78,97,0+,M,5
43640,0.78,264,A+,Z,12
43722,0.78,226,A+,M,23
43916,0.78,238,A-,M,6
43957,0.78,100,0+,M,4
44018,0.78,334,A+,Z,27
44885,0.78,119,0+,M,1
40493,0.77,316,0+,M,25
40559,0.77,367,AB+,M,5
40718,0.77,89,AB+,M,26
40971,0.77,160,A+,M,27
41122,0.77,388,0+,M,1
41339,0.77,212,0-,M,21
41718,0.77,30,0+,M,23
43696,0.77,415,A-,Z,26
44317,0.77,237,B-,M,21
44336,0.77,52,0+,M,7
44575,0.77,119,A+,M,5
44594,0.77,80,0+,Z,11
44844,0.77,344,0+,M,8
40454,0.76,262,A+,Z,16
40762,0.76,27,A-,M,27
40948,0.76,64,B-,Z,8
41219,0.76,254,A+,M,11
41221,0.76,399,0-,M,13
41239,0.76,404,A+,Z,6
41297,0.76,383,A-,M,1
41410,0.76,212,0-,M,24
41785,0.76,26,0+,M,0
41931,0.76,485,0+,M,24
42522,0.76,348,A-,M,27
42761,0.76,318,0+,M,22
43137,0.76,419,A+,Z,4
43726,0.76,223,B-,Z,11
44039,0.76,110,0+,M,6
44182,0.76,254,0+,Z,5
44651,0.76,276,AB-,M,3
40498,0.75,17,A+,M,24
40561,0.75,248,0+,M,17
40878,0.75,162,0+,M,27
41597,0.75,30,A-,M,7
41924,0.75,351,A+,Z,12
43251,0.75,491,0+,M,8
43356,0.75,309,0+,M,26
43457,0.75,388,0+,Z,6
44071,0.75,281,0+,Z,30
44091,0.75,47,A+,Z,0
44135,0.75,286,B-,M,24
40681,0.74,71,A+,M,5
42028,0.74,340,0+,Z,5
42379,0.74,421,A+,M,8
42941,0.74,467,A+,M,4
44139,0.74,180,0+,M,13
44225,0.74,253,0+,M,22
44386,0.74,269,A+,M,5
44549,0.74,466,0+,M,11
44560,0.74,477,0+,M,3
40455,0.73,429,B-,M,6
40515,0.73,160,A-,Z,30
40636,0.73,171,A+,M,2
41084,0.73,269,0+,Z,16
42034,0.73,107,A+,Z,15
42035,0.73,351,0+,M,3
42693,0.73,58,A+,M,6
43185,0.73,275,A-,M,0
43253,0.73,431,0+,M,7
43939,0.73,8,A+,M,26
44087,0.73,202,0+,M,14
44465,0.73,250,A+,Z,23
44769,0.73,275,0-,Z,23
40705,0.72,309,0+,M,20
41440,0.72,50,0+,M,30
42705,0.72,405,0+,M,14
42801,0.72,135,0+,M,28
42869,0.72,420,0+,M,8
43743,0.72,462,A+,M,9
44035,0.72,8,B+,M,11
44400,0.72,349,A+,M,5
44476,0.72,455,A+,Z,29
44706,0.72,319,A-,M,26
40699,0.71,3,B-,Z,5
41156,0.71,23,B+,M,2
41365,0.71,277,A+,M,20
42131,0.71,203,0+,M,24
42336,0.71,452,0+,M,0
42513,0.71,331,0+,M,28
42583,0.71,374,A+,M,14
42900,0.71,436,AB+,M,23
43308,0.71,260,B+,Z,30
43691,0.71,106,A+,Z,20
43728,0.71,243,B-,M,27
44120,0.71,170,A-,Z,5
44215,0.71,308,0+,M,0
44233,0.71,23,B-,Z,9
44494,0.71,21,A-,Z,7
44719,0.71,357,A+,M,0
44784,0.71,175,A-,M,18
40774,0.70,96,B+,Z,29
40833,0.70,261,AB-,Z,3
41229,0.70,399,B+,M,15
41359,0.70,47,B-,Z,11
41771,0.70,487,0-,M,16
42526,0.70,330,0+,Z,12
43685,0.70,389,B-,M,29
43693,0.70,261,A-,M,8
43925,0.70,147,0+,M,24
44150,0.70,199,0+,M,19
44453,0.70,404,0-,M,11
44564,0.70,490,0+,M,25
44615,0.70,23,A+,M,16
44759,0.70,142,A-,Z,22
40655,0.69,329,0+,M,20
41753,0.69,195,0+,Z,28
42096,0.69,384,B-,M,28
42354,0.69,490,AB-,M,8
42568,0.69,0,0+,M,30
42597,0.69,14,A-,M,27
42948,0.69,346,B-,M,20
43830,0.69,158,A-,M,25
44221,0.69,305,B-,Z,12
44427,0.69,396,A-,Z,3
44887,0.69,70,0+,Z,6
40500,0.68,248,0+,M,22
40914,0.68,433,A+,M,30
41011,0.68,382,A+,M,19
41061,0.68,319,A+,M,14
41270,0.68,148,A+,M,8
41592,0.68,214,0+,M,24
44201,0.68,244,A-,Z,3
44813,0.68,415,B-,M,18
40723,0.67,406,A+,M,25
41711,0.67,148,B-,M,2
42765,0.67,332,A+,M,1
42906,0.67,115,0-,M,17
43057,0.67,215,0+,M,8
43234,0.67,359,0-,M,18
43345,0.67,544,A+,M,6
43505,0.67,6,0+,Z,11
43560,0.67,280,0+,M,3
43600,0.67,453,A+,M,26
43770,0.67,445,0+,M,3
43821,0.67,500,0+,Z,15
40646,0.66,236,0+,Z,10
41241,0.66,442,0+,M,16
41635,0.66,222,B-,M,10
41696,0.66,2,A+,Z,24
41921,0.66,445,B+,M,10
43027,0.66,414,0-,M,14
43163,0.66,202,0+,Z,26
44132,0.66,556,0+,M,27
44242,0.66,267,A-,Z,30
44270,0.66,399,B-,M,15
44350,0.66,319,A-,M,0
44518,0.66,99,A+,Z,10
44642,0.66,306,0+,Z,24
44752,0.66,229,B-,M,1
44760,0.66,563,0+,Z,13
44794,0.66,131,0+,M,23
44795,0.66,6,A+,Z,25
40516,0.65,351,A+,M,17
41278,0.65,47,B-,M,5
41456,0.65,66,A-,M,14
41824,0.65,301,B-,M,24
41862,0.65,408,A+,Z,1
41877,0.65,11,A+,M,0
41958,0.65,180,AB-,Z,14
42181,0.65,398,A-,M,21
42202,0.65,129,B-,M,24
42258,0.65,391,A-,M,26
42391,0.65,460,A-,M,19
42780,0.65,293,0+,M,30
42905,0.65,388,A+,Z,22
43160,0.65,524,B-,M,22
43293,0.65,67,A+,M,9
43624,0.65,106,A+,M,12
43960,0.65,411,0-,M,30
44475,0.65,514,0+,M,13
40849,0.64,368,A+,Z,15
41148,0.64,265,0+,Z,10
41349,0.64,370,0-,M,18
41358,0.64,420,A+,Z,1
41606,0.64,170,A+,Z,28
41625,0.64,507,B-,Z,8
41742,0.64,441,0-,M,17
42224,0.64,354,A-,M,19
42413,0.64,259,0+,M,25
42499,0.64,420,B+,Z,23
42653,0.64,15,0+,M,11
42751,0.64,114,0-,M,3
43995,0.64,505,A+,M,2
44253,0.64,222,B+,Z,0
41407,0.63,6,0+,M,29
41500,0.63,3,A+,M,2
42059,0.63,121,0-,Z,8
42200,0.63,420,A+,Z,8
43218,0.63,284,A+,M,29
43742,0.63,556,0+,Z,17
43796,0.63,286,A-,M,23
43980,0.63,183,A-,M,2
44198,0.63,218,AB-,Z,16
44334,0.63,163,0+,M,11
44664,0.63,55,0-,Z,2
40444,0.62,255,A+,M,5
40639,0.62,272,B+,M,8
40752,0.62,247,AB-,M,21
40851,0.62,88,A-,Z,18
40966,0.62,110,0+,Z,11
41141,0.62,125,0-,Z,10
41530,0.62,256,A+,M,2
41641,0.62,426,0+,M,5
41758,0.62,288,A+,Z,23
42106,0.62,161,B+,Z,8
42625,0.62,369,0+,M,16
42671,0.62,275,B+,M,1
43547,0.62,444,A+,M,10
43705,0.62,353,0+,M,4
43845,0.62,561,0-,M,4
43880,0.62,146,AB-,M,21
43975,0.62,338,0-,M,19
43997,0.62,293,0+,M,11
44934,0.62,320,A+,M,11
40452,0.61,354,A+,M,26
41121,0.61,574,AB+,Z,15
41126,0.61,355,0+,M,27
41255,0.61,224,0+,Z,23
41393,0.61,420,A-,Z,9
41946,0.61,192,0+,M,28
42710,0.61,510,0+,M,17
43113,0.61,101,A-,Z,4
43290,0.61,213,A+,M,9
43608,0.61,574,A+,M,15
44057,0.61,139,A+,Z,26
44421,0.61,100,A-,Z,30
44682,0.61,196,A+,Z,29
44902,0.61,567,B-,M,22
41027,0.60,506,A+,M,29
41145,0.60,176,0-,M,27
41161,0.60,297,B+,M,14
41285,0.60,171,A+,M,6
42525,0.60,207,A-,Z,4
42604,0.60,310,0-,M,26
42918,0.60,259,0-,M,29
43097,0.60,165,B-,M,2
43363,0.60,142,A+,M,10
43396,0.60,143,0-,Z,4
43448,0.60,271,A+,Z,20
44377,0.60,590,A-,M,5
44522,0.60,372,A+,Z,7
44723,0.60,267,0+,M,11
44821,0.60,79,B+,M,0
40528,0.59,131,0+,M,14
40920,0.59,83,A+,M,25
41068,0.59,40,A+,M,24
41727,0.59,327,A-,M,27
41822,0.59,252,0+,Z,6
42129,0.59,605,A-,M,15
42442,0.59,92,A-,M,25
42443,0.59,396,0+,M,15
42752,0.59,30,B-,M,1
42799,0.59,184,A+,Z,13
43053,0.59,276,A+,Z,16
43715,0.59,601,A+,M,0
44000,0.59,517,0+,M,4
44395,0.59,452,A+,M,25
44519,0.59,165,0-,Z,27
40820,0.58,115,B-,M,11
41646,0.58,525,0+,Z,19
42270,0.58,272,A+,Z,29
42764,0.58,570,A+,M,18
43349,0.58,540,B+,Z,17
43473,0.58,324,0+,Z,3
43736,0.58,302,B+,M,15
43936,0.58,243,0+,M,24
43993,0.58,190,0+,M,14
44021,0.58,88,B+,M,8
44206,0.58,359,A+,M,0
44332,0.58,344,AB+,M,1
40442,0.57,332,0+,M,13
41163,0.57,16,B-,M,11
41469,0.57,184,0+,M,12
41478,0.57,290,0+,M,21
41583,0.57,309,A+,M,29
41704,0.57,82,0+,M,24
41773,0.57,265,0+,Z,19
42185,0.57,349,0+,Z,23
42262,0.57,268,0+,M,7
43833,0.57,542,0+,M,6
43873,0.57,87,0+,M,7
43933,0.57,105,A-,M,2
44420,0.57,189,0+,M,0
44677,0.57,455,B-,M,17
40889,0.56,626,0+,M,8
40903,0.56,105,0+,M,1
41523,0.56,544,0-,M,0
41629,0.56,402,A+,M,7
42088,0.56,328,A-,M,1
42197,0.56,324,A+,M,8
42724,0.56,243,0+,M,29
43086,0.56,562,B-,M,24
43810,0.56,178,B-,M,11
44638,0.56,352,A+,M,23
44685,0.56,597,0-,M,3
44757,0.56,82,A-,M,11
44852,0.56,79,A+,M,6
41125,0.55,244,0+,M,24
41962,0.55,204,A+,Z,10
42113,0.55,379,B+,M,30
42432,0.55,436,0-,M,18
42642,0.55,153,0+,M,15
42920,0.55,290,0+,M,11
43120,0.55,410,0+,Z,23
43316,0.55,503,A+,M,5
43385,0.55,372,B+,M,26
43500,0.55,491,A+,M,13
40672,0.54,613,A+,M,20
40908,0.54,187,0+,M,29
41796,0.54,648,A+,M,27
42280,0.54,318,A-,M,5
42531,0.54,427,B-,M,5
42588,0.54,61,0+,M,24
43391,0.54,457,A+,M,23
43580,0.54,40,0+,Z,25
43639,0.54,175,B+,M,11
43947,0.54,439,B-,M,12
44745,0.54,22,0+,Z,27
40622,0.53,701,A+,M,8
40713,0.53,224,A+,Z,23
40740,0.53,31,0+,M,21
41202,0.53,403,A+,Z,20
41210,0.53,51,A-,Z,4
41644,0.53,107,A+,Z,24
41772,0.53,640,A+,M,15
41775,0.53,72,0+,Z,13
41859,0.53,294,B+,M,20
42554,0.53,55,A+,M,1
43186,0.53,229,AB+,M,27
43255,0.53,150,A+,M,10
43525,0.53,64,B-,M,10
43735,0.53,74,A+,M,18
43816,0.53,288,B-,M,28
44097,0.53,546,B-,M,8
44483,0.53,640,A+,Z,19
44574,0.53,395,A+,M,19
44680,0.53,209,A+,M,11
40797,0.52,609,A-,Z,17
40907,0.52,189,B-,M,29
41307,0.52,301,0+,M,30
41356,0.52,501,B-,M,23
41811,0.52,189,B+,Z,14
42142,0.52,308,AB+,Z,13
43143,0.52,410,0+,Z,16
43195,0.52,671,AB-,M,26
43776,0.52,684,B-,M,21
44074,0.52,266,B+,Z,22
44260,0.52,258,B-,M,24
44513,0.52,83,0-,M,9
44597,0.52,321,0+,M,27
44825,0.52,413,B+,M,9
40459,0.51,215,A+,M,30
40985,0.51,470,AB-,M,4
41477,0.51,455,A+,M,14
41617,0.51,59,A+,M,7
42327,0.51,368,0+,M,6
43158,0.51,274,A+,Z,15
43204,0.51,687,AB+,Z,9
43650,0.51,305,A+,Z,28
44156,0.51,448,A+,M,29
44169,0.51,103,0+,M,26
44200,0.51,317,B-,M,25
44517,0.51,322,0-,M,29
40617,0.50,345,B-,M,14
40652,0.50,110,0-,M,24
40691,0.50,49,A-,M,15
40904,0.50,194,AB+,M,0
41104,0.50,660,A+,Z,22
42124,0.50,530,0-,M,17
42421,0.50,633,B-,Z,27
42767,0.50,326,A+,M,5
42888,0.50,517,AB-,M,16
